n : 3.346745927765495;4.8958898045103165
c! : -4.548276457776526;0.3593918050983831==>: -4.453228152106886;1.7075775601661256
c! : -4.548276457776526;0.3593918050983831==>: -3.475421605036958;-0.37544611995350063
c! : -4.548276457776526;0.3593918050983831==>: -3.559988064239783;0.012824044629924813
c! : -4.548276457776526;0.3593918050983831==>: -4.797648697483856;0.5777503066788858
c! : 4.140212336096251;0.3989821167996439==>: 2.449019375600198;1.322393203188338
c! : 4.140212336096251;0.3989821167996439==>: 2.9903708501128534;2.0468493136319967
c! : 4.140212336096251;0.3989821167996439==>: 3.6896272889464203;0.01119807491355207
c! : 4.140212336096251;0.3989821167996439==>: 4.688930164951959;-0.9627163143799313
c! : 4.140212336096251;0.3989821167996439==>: 2.0661148900019715;-0.43406582043465924
c! : 4.140212336096251;0.3989821167996439==>: 4.827247708606087;-0.6093478395098009
c! : -0.06977599543877311;-4.050838078441203==>: -0.40754665419793223;-3.840170007492767
c! : -0.06977599543877311;-4.050838078441203==>: 0.5932833179324142;-2.677255049749422
c! : -0.06977599543877311;-4.050838078441203==>: -1.686269932667833;-3.9366482085946917
c! : -0.06977599543877311;-4.050838078441203==>: 0.49523381164462776;-2.7840531144542293
c! : -0.06977599543877311;-4.050838078441203==>: 1.9868728401376554;-4.899480266243993
c! : -0.06977599543877311;-4.050838078441203==>: 1.3766950187269513;-3.7196089123663647
c! : -0.06977599543877311;-4.050838078441203==>: -3.0090845528267818;-4.858523642326747
c! : -0.06977599543877311;-4.050838078441203==>: 2.07999196668207;-3.9673007466153463
c! : -0.06977599543877311;-4.050838078441203==>: 0.5267033986356946;-2.468028360580675
c! : 2.330714709439362;-3.53694555125451==>: 2.9044702539003433;-4.653510653941446
c! : 2.330714709439362;-3.53694555125451==>: 3.443094344052213;-4.393839189758114
c! : 2.330714709439362;-3.53694555125451==>: 1.9868728401376554;-4.899480266243993
c! : 2.330714709439362;-3.53694555125451==>: 1.3766950187269513;-3.7196089123663647
c! : 2.330714709439362;-3.53694555125451==>: 2.07999196668207;-3.9673007466153463
c! : 2.330714709439362;-3.53694555125451==>: 4.313753120920772;-4.924643616568409
c! : 2.330714709439362;-3.53694555125451==>: 4.654013239782801;-4.091040223028139
c! : 2.330714709439362;-3.53694555125451==>: 4.609936284494749;-3.4020961679695114
c! : 2.330714709439362;-3.53694555125451==>: 4.176876219297936;-4.252979221084505
c! : -0.49814613417689113;3.0231955404547985==>: -1.6478261574940012;3.0227193310088225
c! : -0.49814613417689113;3.0231955404547985==>: -0.14709359528211952;4.596168964196233
c! : -0.49814613417689113;3.0231955404547985==>: -1.6148092037521042;1.9123589157993548
c! : -0.49814613417689113;3.0231955404547985==>: 1.800461595460531;2.3860786878650453
c! : -0.49814613417689113;3.0231955404547985==>: -1.1863231728086818;2.3494738884538933
c! : -0.49814613417689113;3.0231955404547985==>: -0.2779576493519915;4.634066018906658
c! : -0.49814613417689113;3.0231955404547985==>: 0.13542057879749514;2.472108201985309
c! : -3.988539606880214;0.5068911871214912==>: -3.6222768201360065;0.498899490925659
c! : -3.988539606880214;0.5068911871214912==>: -2.7822713169408098;-0.5710123652626837
c! : -3.988539606880214;0.5068911871214912==>: -3.475421605036958;-0.37544611995350063
c! : -3.988539606880214;0.5068911871214912==>: -4.548276457776526;0.3593918050983831
c! : -3.988539606880214;0.5068911871214912==>: -3.559988064239783;0.012824044629924813
c! : -3.988539606880214;0.5068911871214912==>: -4.797648697483856;0.5777503066788858
c! : 4.800018980290178;-4.17674327534015==>: 3.9317054012279087;-2.2845566638203376
c! : 4.800018980290178;-4.17674327534015==>: 4.654013239782801;-4.091040223028139
c! : 4.800018980290178;-4.17674327534015==>: 4.609936284494749;-3.4020961679695114
c! : -1.541863811221674;-0.7376819310718519==>: -2.010845611031211;-1.7140559021405366
c! : -1.541863811221674;-0.7376819310718519==>: -0.8870514017437952;0.2698285065776602
c! : -1.541863811221674;-0.7376819310718519==>: -2.3927096357339597;-0.44462704461263414
c! : -1.541863811221674;-0.7376819310718519==>: -0.6009090828015493;-0.2890248620012841
c! : -1.541863811221674;-0.7376819310718519==>: -0.9792747052628661;-0.23451567208503832
c! : -1.541863811221674;-0.7376819310718519==>: -0.5288455261605254;-1.2760568703132948
c! : -1.541863811221674;-0.7376819310718519==>: -2.4181766470836963;-0.5152247461687445
c! : -1.6203226369268364;4.087118484056688==>: -1.230429119761156;4.446449059841726
c! : -1.6203226369268364;4.087118484056688==>: -1.6478261574940012;3.0227193310088225
c! : -1.6203226369268364;4.087118484056688==>: -1.9233521798715736;4.054208095357533
c! : -1.6203226369268364;4.087118484056688==>: 0.2940158340945187;4.284522003476162
